cast,director,id,budget,genres,imdb_id,original_language,popularity,poster_path,production_companies,release_date,revenue,status,title,imdb_rating
John Travolta,Roger Christian,5491,44000000.0,Action,0185183,en,5.2769260000000004,/neMUscYddxr4cP8wnRHRMLcWS0A.jpg,Franchise Pictures,2000-05-10,21400000.0,Released,Battlefield Earth,3.0
Amanda Schull,Nicholas Hytner,10560,18000000.0,Drama,0210616,en,10.491734,/hCR9r2hE0woymx62pymQ0Bs4mk7.jpg,Columbia Pictures,2000-05-12,17200925.0,Released,Center Stage,6.8
Ethan Hawke,Michael Almereyda,10688,2000000.0,Drama,0171359,en,12.896203,/a3HqftcLkzbniE3mpDARSYQSXyx.jpg,Miramax Films,2000-05-12,1568749.0,Released,Hamlet,6.0
Paul Reubens,Tim Burton,5683,6000000.0,Adventure,0089791,en,11.461437,/fg6E0mZs6qCiyEAYdChR6xQ0Yz0.jpg,Aspen Film Society,1985-07-26,40940662.0,Released,Pee-wee's Big Adventure,6.6
D. B. Sweeney,Ralph Zondag,10567,127500000.0,Animation,0130623,en,9.998415,/jZDp3C5howi40aCeqXDJliodXk9.jpg,Walt Disney Pictures,2000-05-19,354248063.0,Released,Dinosaur,6.2
Breckin Meyer,Todd Phillips,9285,16000000.0,Comedy,0215129,en,8.00158,/DCoZVnHVvtKTYwfM00dfVRbfUQ.jpg,DreamWorks SKG,2000-05-19,119754278.0,Released,Road Trip,5.9
Robert Wuhl,Floyd Mutrux,21879,2500000.0,Comedy,0080881,en,2.5992189999999997,/aYwg1OtY0wn6mSTHnXkFyhufQn7.jpg,PolyGram Filmed Entertainment,1980-05-30,10000000.0,Released,The Hollywood Knights,6.4
Blythe Danner,Bart Freundlich,98502,2000000.0,Drama,0119746,en,0.22852600000000003,/dmRngxOlNiEG8oHo4Hd2ZLr6O9P.jpg,Eureka Pictures,1997-09-17,458815.0,Released,The Myth Of Fingerprints,3.4
Tom Cruise,John Woo,955,125000000.0,Adventure,0120755,en,18.97178,/eRaEC0vf5q5TSvaoJPwGTt2wa9T.jpg,Paramount Pictures,2000-05-24,546388105.0,Released,Mission: Impossible II,5.9
Jackie Chan,Tom Dey,8584,55000000.0,Adventure,0184894,en,10.308442,/wcG2PA66Fbv2l7r0n59x1nuB5fd.jpg,Spyglass Entertainment,2000-05-26,56932305.0,Released,Shanghai Noon,6.2
Charlie Chaplin,Charlie Chaplin,962,923000.0,Adventure,0015864,en,6.202041,/eQRFo1qwRREYwj47Yoe1PisgOle.jpg,Charles Chaplin Productions,1925-06-25,2500000.0,Released,The Gold Rush,7.7
George Lazenby,Peter R. Hunt,668,6500000.0,Adventure,0064757,en,9.356264,/7mcqT56ES5U3wg26vQQuEnOaFSj.jpg,United Artists,1969-12-12,81974493.0,Released,On Her Majesty's Secret Service,6.5
Roger Moore,Lewis Gilbert,691,14000000.0,Adventure,0076752,en,9.781450999999999,/vYMgDqQDpqHDhz3enGkwBmTs7p7.jpg,United Artists,1977-07-07,185438673.0,Released,The Spy Who Loved Me,6.6
Roger Moore,Lewis Gilbert,698,34000000.0,Action,0079574,en,10.576273,/pz2r25q3NzNTDGygTYesq5mvwbz.jpg,United Artists,1979-06-26,210308099.0,Released,Moonraker,5.9
Roger Moore,Guy Hamilton,682,7000000.0,Adventure,0071807,en,12.127492,/7VSVgxAvA7IdTf8T6Oon1eaReeJ.jpg,United Artists,1974-12-01,97572000.0,Released,The Man with the Golden Gun,6.4
Martin Lawrence,Raja Gosnell,9600,30000000.0,Crime,0208003,en,7.978985000000001,/bse0uwxF6daKzDbxZki1SYRNZkI.jpg,Twentieth Century Fox Film Corporation,2000-05-31,173959438.0,Released,Big Momma's House,5.6
Richard Gere,Paul Schrader,2768,4800000.0,Thriller,0080365,en,11.53267,/kwbOIABYZjLwd8UViMvkw40l2rr.jpg,Paramount Pictures,1980-02-08,22743674.0,Released,American Gigolo,5.9
Gregory Peck,J. Lee Thompson,10911,6000000.0,Action,0054953,en,8.522673,/4REb08G4Bk00lp9TFWjC6iEsStZ.jpg,Columbia Pictures,1961-04-27,28900000.0,Released,The Guns of Navarone,7.3
John Ritter,Peter Hyams,23939,25000000.0,Comedy,0105466,en,13.72021,/7k9r0Qq5OmCDissX1pDE5AWVScQ.jpg,Warner Bros.,1992-08-14,10736401.0,Released,Stay Tuned,6.0
Cleavon Little,Mel Brooks,11072,2600000.0,Western,0071230,en,13.233262,/rT8uRG8CVONiQdgdFRafVtjSdb4.jpg,Crossbow Productions,1974-02-07,119500000.0,Released,Blazing Saddles,7.2
Jack Nance,David Lynch,985,10000.0,Drama,0074486,en,7.871001,/l8oAmU5swopsyWzTHpZtAK15Mrc.jpg,American Film Institute (AFI),1977-03-19,7000000.0,Released,Eraserhead,7.5
Kiefer Sutherland,Joel Schumacher,1551,26000000.0,Drama,0099582,en,11.890138,/3CoUzgCU8kR2UCXovrvfNAjvWkI.jpg,Columbia Pictures Corporation,1990-08-09,61489265.0,Released,Flatliners,6.3
Dan Monahan,Bob Clark,10246,4000000.0,Comedy,0084522,en,12.650546,/yfwbpCll3RBxJmixrZvpc2NaqQY.jpg,Melvin Simon Productions,1981-11-13,125728258.0,Released,Porky's,6.1
Dan Monahan,Bob Clark,19698,6500000.0,Comedy,0086129,en,5.269838,/6oyLjjDSdLWWxaKpOujf7JbG12j.jpg,Twentieth Century Fox Film Corporation,1983-06-24,33759266.0,Released,Porky's II: The Next Day,5.2
Dan Monahan,James Komack,23919,9000000.0,Comedy,0089826,en,3.208108,/kK9a9VBIjmh7L2uJvR01RUfS4eT.jpg,SLM Production Group,1985-03-22,20518905.0,Released,Porky's 3: Revenge,5.0
Kevin Peter Hall,Stephen Hopkins,169,35000000.0,Science Fiction,0100403,en,11.736241,/4cAQgbIPislEeBJahLO5BsqAUZN.jpg,Twentieth Century Fox Film Corporation,1990-11-20,57120318.0,Released,Predator 2,6.0
Arnold Schwarzenegger,Paul Michael Glaser,865,27000000.0,Action,0093894,en,9.389975999999999,/ni5PkWh3J3Zx4pVk5JYGTywZDqW.jpg,Keith Barish Productions,1987-11-13,38122105.0,Released,The Running Man,6.4
Jeff Bridges,John Carpenter,9663,22000000.0,Action,0088172,en,9.763928,/3QQ170R8BVr4NPzvNUMqttFqmGi.jpg,Columbia Pictures,1984-12-13,28744356.0,Released,Starman,6.6
James Caan,Graham Baker,10128,16000000.0,Crime,0094631,en,15.133316,/cWkLFMYh6n8BjeUZEkMn0hpQyTz.jpg,Twentieth Century Fox Film Corporation,1988-10-07,32155047.0,Released,Alien Nation,5.9
Mel Gibson,George Miller,9659,400000.0,Adventure,0079501,en,11.412619,/hCPXcQn1FTYF9AUCPd6o3miM9WX.jpg,Kennedy Miller Productions,1979-04-12,100000000.0,Released,Mad Max,6.6
Mel Gibson,George Miller,8810,2000000.0,Adventure,0082694,en,11.189831,/voNuYkvQgDSqijCDllEaRntq7ln.jpg,Kennedy Miller Productions,1981-12-24,24600832.0,Released,Mad Max 2: The Road Warrior,7.3
Mel Gibson,George Miller,9355,12305523.0,Action,0089530,en,12.689648,/9ciqnBU2YlMtMrqNwRzhmaMeL9l.jpg,Kennedy Miller Productions,1985-06-29,36230219.0,Released,Mad Max Beyond Thunderdome,5.9
Mickey Rourke,Alan Parker,635,17000000.0,Horror,0092563,en,7.290872,/xFtrVJWygDiK2iZluUxNwuQZ6Sm.jpg,TriStar Pictures,1987-03-06,17185632.0,Released,Angel Heart,7.0
Mickey Rourke,Adrian Lyne,10068,17000000.0,Drama,0091635,en,6.706262,/ngARl6Cwc2P7OBWkGoHJFkGXIPT.jpg,Metro-Goldwyn-Mayer (MGM),1986-02-14,6735922.0,Released,Nine 1/2 Weeks,5.8
David Keith,Mark L. Lester,11495,15000000.0,Fantasy,0087262,en,7.048087,/nIo0DYQ7mcRLYUuihN4gao9Xupj.jpg,Universal Pictures,1984-05-11,17080167.0,Released,Firestarter,5.9
Carl Weathers,Craig R. Baxley,10117,7000000.0,Action,0094612,en,14.054862,/rg5WY1SiyPDuTYZs2vgTV0csVbz.jpg,Silver Pictures,1988-02-12,20256975.0,Released,Action Jackson,4.9
Nicolas Cage,Dominic Sena,9679,90000000.0,Action,0187078,en,14.091764999999999,/nb2TRrlSdgi8wZAxTHdhsN0yMJw.jpg,Jerry Bruckheimer Films,2000-06-09,237202299.0,Released,Gone in Sixty Seconds,6.1
Alessandro Nivola,Kenneth Branagh,51333,13000000.0,Comedy,0182295,en,5.867426,/1VHCfHJ4PpGbmPQWJHF1YoBXRHG.jpg,Miramax Films,2000-03-31,299792.0,Released,Love's Labour's Lost,5.4
Richard Roundtree,Gordon Parks,482,4000000.0,Adventure,0067741,en,3.73688,/ez5aGeyOvG2F1QzKYHzkMmkDuM2.jpg,Metro-Goldwyn-Mayer (MGM),1971-07-02,12121618.0,Released,Shaft,6.5
Gene Hackman,Francis Ford Coppola,592,1600000.0,Crime,0071360,en,13.245638,/un30a9MWgCzMIBpOp3P29W5eHvZ.jpg,Paramount Pictures,1974-04-07,4420000.0,Released,The Conversation,7.5
Kirk Douglas,Brian De Palma,12611,5500000.0,Horror,0077588,en,11.844028999999999,/u23CCG87bWtpnPuSLMWpLkdK75H.jpg,Twentieth Century Fox Film Corporation,1978-03-10,24000000.0,Released,The Fury,6.2
Al Pacino,Sidney Lumet,9040,3000000.0,Crime,0070666,en,12.842165,/dq3PTFp0lLlEa2TnJepEknU2Sys.jpg,Paramount Pictures,1973-12-05,29800000.0,Released,Serpico,7.5
Kirk Douglas,Billy Wilder,25364,1821052.0,Drama,0043338,en,11.046411,/pkotGgcrakpnUj3fo4841VYLTf9.jpg,Paramount Pictures,1951-06-29,1300000.0,Released,Ace in the Hole,7.9
Goldie Hawn,Steven Spielberg,5121,3000000.0,Crime,0072226,en,4.506948,/9jS4EeZjUSeBuM4Fe8ZR2HprwZR.jpg,Universal Pictures,1974-04-05,12800000.0,Released,The Sugarland Express,6.4
Kurt Russell,John Carpenter,6978,25000000.0,Action,0090728,en,11.109932,/yorjHTeWauQd81QeWoqMAHXAcCj.jpg,Twentieth Century Fox Film Corporation,1986-05-30,11000000.0,Released,Big Trouble in Little China,7.1
Freddie Prinze Jr.,Robert Iscove,10571,16000000.0,Comedy,0204175,en,10.070988,/f0XMxKJfaf9xeN1yYVON0tHlLxV.jpg,Punch 21 Productions,2000-06-16,20627372.0,Released,Boys and Girls,5.4
Samuel L. Jackson,John Singleton,479,46000000.0,Action,0162650,en,7.420019,/bqlpFp96uWu2VDpsm4MVvLXdumh.jpg,Paramount Pictures,2000-06-15,107196498.0,Released,Shaft,5.5
Matt Damon,Gary Goldman,7450,75000000.0,Animation,0120913,en,7.515631,/huI8CYyxY0BhzJSLn6XAP4nWAv.jpg,Twentieth Century Fox Film Corporation,2000-06-16,36754634.0,Released,Titan A.E.,6.3
Mel Gibson,Nick Park,7443,45000000.0,Animation,0120630,en,11.834245,/z0MafJgUnVyVbczicYMkPKKHkBi.jpg,DreamWorks SKG,2000-06-21,224834564.0,Released,Chicken Run,6.5
Jim Carrey,Bobby Farrelly,2123,51000000.0,Comedy,0183505,en,9.95456,/y7OG1Y2UvnaEoQEQIonnykJvdwt.jpg,Twentieth Century Fox Film Corporation,2000-06-22,149270999.0,Released,"Me, Myself & Irene",6.1
Mel Gibson,Roland Emmerich,2024,110000000.0,Drama,0187393,en,15.960788,/tgXOraQmKatqrVs2KMgnNn6QpO.jpg,Centropolis Entertainment,2000-06-28,215294342.0,Released,The Patriot,6.8
Rene Russo,Des McAnuff,17711,76000000.0,Action,0131704,en,11.880936,/pjzt6S76Uumm0aZtxNAVhDCLQ0P.jpg,Universal Pictures,2000-06-30,35134820.0,Released,The Adventures of Rocky & Bullwinkle,3.9
George Clooney,Wolfgang Petersen,2133,120000000.0,Drama,0177971,en,18.911960999999998,/uARMPDyjiENKyUz7JRmQmLCH8L5.jpg,Warner Bros.,2000-03-15,325756637.0,Released,The Perfect Storm,6.2
Chuck Norris,Joseph Zito,15379,1500000.0,Action,0087727,en,6.241185,/53BrEmZaQEsNIiBNX8L8yJES1r.jpg,Cannon Group,1984-11-16,22812411.0,Released,Missing in Action,5.2
Chuck Norris,Lance Hool,12764,2410000.0,Action,0089604,en,9.110348,/fXCXuj3zaigyGTo8oXP82M5ykf9.jpg,Golan-Globus Productions,1985-03-01,10755447.0,Released,Missing in Action 2: The Beginning,5.0
Christopher Reid,Reginald Hudlin,16094,2500000.0,Comedy,0099800,en,2.291511,/qKQ32fCcM7g5tLKMsLR75ZOOPmv.jpg,New Line Cinema,1990-03-09,26386000.0,Released,House Party,6.1
Richard Roundtree,John Guillermin,494,2142000.0,Adventure,0070679,en,1.424722,/fY5SLWGJTd50f2TsHokvXBOywQG.jpg,Metro-Goldwyn-Mayer (MGM),1973-06-14,1458000.0,Released,Shaft in Africa,5.4
Richard Roundtree,Gordon Parks,493,1978000.0,Action,0069257,en,0.7608550000000001,/jioGhMgP8d7eu1G7YT7xeyLOJuc.jpg,Metro-Goldwyn-Mayer (MGM),1972-06-08,10000000.0,Released,Shaft's Big Score!,6.1
Bruce Willis,Jon Turteltaub,4244,65000000.0,Fantasy,0219854,en,15.045725,/bTsn3l3QLmtKGPnOkKWpLObOgu7.jpg,Walt Disney Pictures,2000-07-07,69700000.0,Released,The Kid,6.0
Carmen Electra,Keenen Ivory Wayans,4247,19000000.0,Comedy,0175142,en,12.446738,/bvVmVFBVQLytK1H4TJTFdnhvf4T.jpg,Gold/Miller Productions,2000-07-07,278019771.0,Released,Scary Movie,6.0
Natasha Lyonne,Jamie Babbit,20770,1200000.0,Comedy,0179116,en,4.928139,/eDGH7CHSdkrYcuUJV1e0WS9DlQL.jpg,Ignite Entertainment,1999-09-12,2600000.0,Released,But I'm a Cheerleader,6.5
Kevin Bacon,Herbert Ross,1788,8200000.0,Drama,0087277,en,10.403992,/79iEen28ai1rsXvOVWRJuHrsexO.jpg,Paramount Pictures,1984-02-17,80035402.0,Released,Footloose,6.4
Jennifer Jones,King Vidor,32275,6000000.0,Western,0038499,en,8.441279,/r2UEzfXJPuvveQZxDUuJpoqMIcs.jpg,The Selznik Studio,1946-12-31,20400000.0,Released,Duel in the Sun,6.2
Patrick Stewart,Bryan Singer,36657,75000000.0,Adventure,0120903,en,0.954467,/k01Q6ATbfzNJgw4Zuoj0LTY3T9x.jpg,Twentieth Century Fox Film Corporation,2000-07-13,296339527.0,Released,X-Men,6.8
Susan Ward,Mary Lambert,36047,15000000.0,Thriller,0163676,en,1.9919040000000001,/3RcoBGv5DwDKP01GonTufZ8tWCn.jpg,Morgan Creek Productions,2000-07-19,5217498.0,Released,The In Crowd,4.7
Harrison Ford,Robert Zemeckis,2655,100000000.0,Drama,0161081,en,9.500497,/A1mrfm8LEv7L28q50ld8QI5z9Iu.jpg,DreamWorks SKG,2000-07-21,155464351.0,Released,What Lies Beneath,6.3
Patrick Wayne,Sam Wanamaker,11940,3500000.0,Action,0076716,en,3.5026550000000003,/oahAmW8yKUhuF4IYJPz8f0AQoms.jpg,Columbia Pictures,1977-07-15,16000000.0,Released,Sinbad and the Eye of the Tiger,6.3
Bill Murray,Frank Oz,10276,35000000.0,Comedy,0103241,en,11.787942,/fopJnM6MCZilYM6nRpglWdFndt1.jpg,Touchwood Pacific Partners 1,1991-05-17,63710000.0,Released,What About Bob?,6.7
Woody Allen,Woody Allen,11624,2000000.0,Comedy,0068555,en,5.378481,/oj0uS7uBeInJDFEM5jwHnnlzJo3.jpg,United Artists,1972-08-06,18016290.0,Released,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,6.6
Woody Allen,Woody Allen,11686,3000000.0,History,0073312,en,5.165666000000001,/qRNisGLmcHoEvMjzcvVlcdCnOhO.jpg,United Artists,1975-06-10,20173742.0,Released,Love and Death,7.5
Eddie Murphy,Peter Segal,12107,84000000.0,Fantasy,0144528,en,6.671316,/1kDbqYW2Kz5CWSvMUbQblAsIKGc.jpg,Imagine Entertainment,2000-07-27,123307945.0,Released,Nutty Professor II: The Klumps,4.7
Piper Perabo,David McNally,6282,45000000.0,Comedy,0200550,en,15.650835999999998,/15A92dWMP4anntYpAQ0Mzq7wtru.jpg,Jerry Bruckheimer Films,2000-07-30,113916474.0,Released,Coyote Ugly,5.8
Kevin Bacon,Paul Verhoeven,9383,95000000.0,Action,0164052,en,7.912103,/gBQyPpUztIJWt2Q6r1wTqcYeo6x.jpg,Columbia Pictures Corporation,2000-08-04,190213455.0,Released,Hollow Man,5.6
Clint Eastwood,Clint Eastwood,5551,65000000.0,Action,0186566,en,7.457610000000001,/aBhWg4uQMnpWnsn8pgNw6mQasOJ.jpg,Village Roadshow Pictures,2000-07-31,128884132.0,Released,Space Cowboys,6.3
Brenda Blethyn,Nigel Cole,2360,10000000.0,Crime,0195234,en,5.13955,/lxQH3GuD39uskpbYWWdcUzyhETJ.jpg,Fine Line Features,2000-01-24,26330482.0,Released,Saving Grace,6.3
Cary Elwes,Alan Shapiro,33408,6000000.0,Drama,0106627,en,8.976337,/7DGYohz2tyo0mpkVxsccqBTf9vl.jpg,Warner Bros.,1993-04-02,13609396.0,Released,The Crush,5.5
Clint Eastwood,Brian G. Hutton,11589,4000000.0,Adventure,0065938,en,8.418662,/lLFncrtTIz1hcteLbM9eKRflrMd.jpg,Katzka-Loeb,1970-06-22,5200000.0,Released,Kelly's Heroes,7.2
James Le Gros,Don Coscarelli,15158,3000000.0,Action,0095863,en,8.733191999999999,/nXTgWw0eWGvSPDblFdDe2tkLDNI.jpg,Universal Pictures,1988-07-08,7282851.0,Released,Phantasm II,6.3
Lance Henriksen,Stan Winston,26515,3500000.0,Fantasy,0095925,en,11.841505999999999,/hr2iS7hLHI0NBA9FG3sQKgxLjao.jpg,De Laurentiis Entertainment Group (DEG),1988-06-09,4385516.0,Released,Pumpkinhead,5.9
Richard Dreyfuss,Bruce Beresford,39473,30000000.0,Drama,0111187,en,3.0342439999999997,/qbHUv5jrOFEgpmrVjmw6p3HYUSm.jpg,Warner Bros.,1994-10-28,3180674.0,Released,Silent Fall,5.2
Jennifer Lopez,Tarsem Singh,8843,33000000.0,Horror,0209958,en,13.234894,/tu2rPoVBhEp9fZfOahkqbXSNsxS.jpg,New Line Cinema,2000-08-17,104155843.0,Released,The Cell,6.0
Leslie Nielsen,David Zucker,37136,12000000.0,Comedy,0095705,en,15.698222,/gajZQkZjVXPuLJUMoEk1eVeZz61.jpg,Paramount Pictures,1988-12-02,78756177.0,Released,The Naked Gun: From the Files of Police Squad!,7.1
Leslie Nielsen,David Zucker,37137,23000000.0,Comedy,0102510,en,9.794569000000001,/qrjwY4wXu54rhpuwrfq7lojGMka.jpg,Paramount Pictures,1991-06-28,86930411.0,Released,The Naked Gun 2½: The Smell of Fear,6.6
Alan Ladd,George Stevens,3110,3100000.0,Drama,0046303,en,6.638160000000001,/n8FKqDZV4bmkSf3sVTetgqGwHya.jpg,Paramount Pictures Corporation,1953-04-23,20000000.0,Released,Shane,7.3
Faye Dunaway,Jeannot Szwarc,9651,35000000.0,Adventure,0088206,en,11.932675,/qy3DP7UBgZcoQwkCNgINvHPe2L9.jpg,St. Michael Finance Limited,1984-11-19,14296438.0,Released,Supergirl,4.7
Wesley Snipes,Christian Duguay,11398,40000000.0,Crime,0160009,en,9.800232000000001,/oKj3DNThu3525pox53lxT9RG0F5.jpg,Amen Ra Films,2000-08-23,30199105.0,Released,The Art of War,5.6
Kirsten Dunst,Peyton Reed,1588,28000000.0,Comedy,0204946,en,6.402888,/yg0O6eGgrumDZ1bht3pqMjNaWon.jpg,Beacon Communications,2000-08-25,90449929.0,Released,Bring It On,5.8
Christopher Lambert,Douglas Aarniokoski,12211,25000000.0,Action,0144964,en,11.430964,/fmDt68Pj9OiR3pfvNL9qkuhKvi2.jpg,Davis-Panzer Productions,2000-09-01,15843608.0,Released,Highlander: Endgame,4.4
Benicio del Toro,Christopher McQuarrie,1619,8500000.0,Action,0202677,en,6.03633,/zLMZxrVeepvtAbL3iUGexAtznmT.jpg,,2000-09-08,19125401.0,Released,The Way of the Gun,6.4
Kate Hudson,Cameron Crowe,786,60000000.0,Drama,0181875,en,9.086699000000001,/9pNo92j6zSEAUB8pNmcJTkpnkBF.jpg,Columbia Pictures,2000-09-15,47383689.0,Released,Almost Famous,7.4
Gene Hackman,Stephen Hopkins,10562,25000000.0,Mystery,0164212,en,11.839267,/9TQUS5zpiBSMkSYIG3uAfLHTopH.jpg,Revelations Entertainment,2000-09-24,260562.0,Released,Under Suspicion,6.4
Jennifer Morrison,John Ottman,12212,14000000.0,Horror,0192731,en,12.243528,/4WZPn7zUf8rNSPSbDMvNGK3ebCy.jpg,Original Film,2000-09-19,38574362.0,Released,Urban Legends: Final Cut,4.4
Björk,Lars von Trier,16,12800000.0,Drama,0168629,en,10.684806,/7xizDTz4Yj4IYm2ud4f6EfEXe5H.jpg,Fine Line Features,2000-05-17,40031879.0,Released,Dancer in the Dark,7.7
Ben Weber,Greg Berlanti,22597,1000000.0,Comedy,0222850,en,1.7958490000000003,/jCZlHSsgQHwfeHn1Es4uXCJ7NOX.jpg,,2000-02-01,1744858.0,Released,The Broken Hearts Club: A Romantic Comedy,6.3
Denzel Washington,Boaz Yakin,10637,30000000.0,Drama,0210945,en,6.587725999999999,/iI12IRzif2VjTkQJRDQw3WyWKdS.jpg,Walt Disney Pictures,2000-09-29,136706683.0,Released,Remember the Titans,7.4
Andrew Robinson,Clive Barker,9003,1000000.0,Horror,0093177,en,10.81305,/4nfAhOTlfZUHNorHJXEib7GYFpp.jpg,New World Pictures,1987-09-11,14564027.0,Released,Hellraiser,6.9
Clare Higgins,Tony Randel,9064,3000000.0,Horror,0095294,en,8.541732000000001,/pa0NxJBrekjf85QPV4JvwmlnY3h.jpg,New World Pictures,1988-12-23,12090735.0,Released,Hellbound: Hellraiser II,6.3
Kevin Bernhardt,Anthony Hickox,11569,5000000.0,Horror,0104409,en,6.546551,/hTzWX5HYcKpg5DdQIDoFy39yMAm.jpg,Fifth Avenue Entertainment,1992-09-11,12534961.0,Released,Hellraiser III: Hell on Earth,5.3
Walter Pidgeon,Irwin Allen,2160,1580000.0,Adventure,0055608,en,3.013584,/1eYTrkhZ8JRBBpepmvUUQeajhXO.jpg,Twentieth Century Fox Film Corporation,1961-07-12,7000000.0,Released,Voyage to the Bottom of the Sea,5.4
Stephen Boyd,Richard Fleischer,2161,5115000.0,Adventure,0060397,en,12.53841,/hZRYghurxiVXzkSe0JLtfIaOwM0.jpg,Twentieth Century Fox Film Corporation,1966-08-24,12000000.0,Released,Fantastic Voyage,6.7
Sylvester Stallone,Stephen T. Kay,10461,63600000.0,Action,0208988,en,6.047757,/5Dv9QJNJx4cF96lDtX4KGtplNTJ.jpg,Franchise Pictures,2000-10-06,19412993.0,Released,Get Carter,4.8
Ben Stiller,Jay Roach,1597,55000000.0,Comedy,0212338,en,14.178281,/wVjtQtzv9IcNRGnOOdcK797Sdxx.jpg,DreamWorks SKG,2000-10-06,330444045.0,Released,Meet the Parents,6.6
Ellen Burstyn,Darren Aronofsky,641,4500000.0,Crime,0180093,en,6.874828,/muym4jTjdLx7E6as09d1wlC3sOB.jpg,Artisan Entertainment,2000-10-27,7390108.0,Released,Requiem for a Dream,7.9
Tim Meadows,Reginald Hudlin,16888,24000000.0,Comedy,0213790,en,3.7554089999999998,/jsxJgk6tepO5NzrgtKYiO6Q7KnL.jpg,SNL Studios,2000-10-13,13700000.0,Released,The Ladies Man,5.7
Peter Liapis,Luca Bercovici,18498,1000000.0,Comedy,0089200,en,4.734765,/ga48aKPwxkat14Q03fQE166xADz.jpg,Empire Pictures,1984-11-08,35000000.0,Released,Ghoulies,4.2
Jamie Bell,Stephen Daldry,71,5000000.0,Drama,0249462,en,12.158424,/6VaP1H3MOW5jdkWqS5Q1NapCOS6.jpg,BBC Films,2000-05-18,110000000.0,Released,Billy Elliot,7.4
Elizabeth Hurley,Harold Ramis,1636,48000000.0,Fantasy,0230030,en,8.781588000000001,/bgDOE1eyvi786a8vKV8rDwrAH6U.jpg,Twentieth Century Fox Film Corporation,2000-10-19,90383208.0,Released,Bedazzled,5.6
Kevin Spacey,Mimi Leder,10647,40000000.0,Drama,0223897,en,10.479723,/l5diVKdxKMUkn4jOAxASbbGtSl1.jpg,Bel Air Entertainment,2000-10-12,55707411.0,Released,Pay It Forward,7.0
Richard E. Grant,Uli Edel,24100,22000000.0,Family,0192255,en,9.418339999999999,/4hwyruZNXbJeRUtNsrBG1wSZ7F3.jpg,New Line Cinema,2000-10-27,13555988.0,Released,The Little Vampire,6.0
Cameron Diaz,McG,4327,92000000.0,Action,0160127,en,9.774985000000001,/eBzf9d09Vgq2HSVC4fIZm1QNQd.jpg,Columbia Pictures,2000-11-02,264105545.0,Released,Charlie's Angels,5.6
Matt Damon,Robert Redford,4958,80000000.0,Fantasy,0146984,en,9.034884,/eNEsOEZFOstd1iXTtimbU8qsjDD.jpg,DreamWorks SKG,2000-11-02,39459427.0,Released,The Legend of Bagger Vance,6.4
Robert De Niro,"George Tillman, Jr.",11978,32000000.0,Drama,0203019,en,7.177649000000001,/4mCuFJ0r3lV1A8Vj5tq6O9aBpjZ.jpg,Fox 2000 Pictures,2000-09-13,48814909.0,Released,Men of Honor,7.0
Val Kilmer,Antony Hoffman,8870,80000000.0,Thriller,0199753,en,8.534175999999999,/sMholOUc89LQhp0X33JZExgxupB.jpg,Village Roadshow Pictures,2000-11-10,33463969.0,Released,Red Planet,5.4
Sean Connery,Guy Hamilton,681,7200000.0,Adventure,0066995,en,12.00491,/viPjZ3JCOahcfNCcVhiPExusJoZ.jpg,United Artists,1971-12-13,116019547.0,Released,Diamonds Are Forever,6.3
Arnold Schwarzenegger,Roger Spottiswoode,8452,82000000.0,Science Fiction,0216216,en,8.413110000000001,/6pBUekwhnjW99V0cLphx7dZE2Wx.jpg,Phoenix Pictures,2000-11-17,96085477.0,Released,The 6th Day,5.7
Ben Affleck,Don Roos,10862,35000000.0,Drama,0186894,en,13.349518,/9xu1oqDd0tZfHkZkrbH0uG65njA.jpg,Miramax Films,2000-11-15,36779296.0,Released,Bounce,5.5
Jim Carrey,Ron Howard,8871,123000000.0,Family,0170016,en,11.642462,/uOWOw8ZTkGQqx6qkNPhG9AovFJW.jpg,Imagine Entertainment,2000-11-17,345141403.0,Released,How the Grinch Stole Christmas,6.2
Glenn Close,Kevin Lima,10481,85000000.0,Comedy,0211181,en,7.6687520000000005,/dSxnIika9yWwTvEbpsmoGdeh65E.jpg,Walt Disney Pictures,2000-10-07,183611771.0,Released,102 Dalmatians,5.1
Geoffrey Rush,Philip Kaufman,10876,13500000.0,Drama,0180073,en,5.387711,/4fz5LDFsapXDJVLsy2jh5VPZtR0.jpg,Fox Searchlight Pictures,2000-11-22,7060876.0,Released,Quills,6.8
Bruce Willis,M. Night Shyamalan,9741,75000000.0,Science Fiction,0217869,en,14.67855,/pvL37V88plePxFSszCbV3wRHiBm.jpg,Limited Edition Productions Inc.,2000-11-13,248118121.0,Released,Unbreakable,6.9
Justin Whalin,Courtney Solomon,11849,35000000.0,Action,0190374,en,4.884311,/hHoMqCagqwnahAvwkzCOp6MPMWC.jpg,New Line Cinema,2000-12-08,15185241.0,Released,Dungeons & Dragons,3.9
Chris O'Donnell,Martin Campbell,11678,75000000.0,Action,0190865,en,6.548229,/8AJXlbf29XIvMjwFvZ6zjMUvNvL.jpg,Columbia Pictures Corporation,2000-12-08,215663859.0,Released,Vertical Limit,5.9
Mel Gibson,Roger Donaldson,2669,25000000.0,Action,0086993,en,7.492912,/hXFXIc6F4NXI5emWCKcUwqEPjIZ.jpg,Dino De Laurentiis Company,1984-05-04,8613462.0,Released,The Bounty,6.5
